RUT_EMPRESA,NOMBRE_EMPRESA,REGIÓN_FAENA,PROVINCIA_FAENA,COMUNA_FAENA,NOMBRE_FAENA,CATEGORÍA_FAENA,REGIÓN_INSTALACIÓN,PROVINCIA_INSTALACIÓN,COMUNA_INSTALACIÓN,NOMBRE_INSTALACIÓN,TIPO_INSTALACIÓN,RECURSO_MINERO,RECURSO_PRINCIPAL,TIPO_RECURSO,NRO_INSTALACIÓN,UTM_NORTE,UTM_ESTE,COTA,HUSO,DATUM,ESTADO,CONCATENAR
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / POLVORIN,POLVORIN,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124652 - 7,"6,402,945","306,120",700,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / BODEGA DE INSUMOS,BODEGA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124653 - 5,"6,402,603","305,995",667,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE/ REFUGIO NIVEL 260,REFUGIO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128656 - 1,"6,408,145","306,170",260,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE/ PORTAL SAN JOSE,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128658 - 8,"6,406,061","305,866",400,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,DON JAIME ,Categoría C,05,PETORCA,CABILDO,LUBRICANTERA,SURTIDOR DE COMBUSTIBLE,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101626 - 2,"6,398,971","312,459",829,19,PSAD-56,IRREGULAR OPERATIVA,DON JAIME MINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE/SUB ESTACIÓN ELECTRICA NIVEL N400,SUB-ESTACION ELECTRICA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101648 - 3,"6,406,386","306,068",566,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE/ NIVEL 515,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128659 - 6,"6,406,061","305,866",515,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / CAMPAMENTO DE GEOLOGÍA,CAMPAMENTO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124640 - 3,"6,402,711","305,893",636,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / SURTIDOR DIESEL,SURTIDOR DE COMBUSTIBLE,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124641 - 1,"6,402,728","305,861",638,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / RESIDUOS INDUSTRIALES SOLIDOS e INSTALACIONES DE SUPERFICIE,ADMINISTRACIÓN - OFICINA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,540400431 - 1,"6,402,600","305,800",555,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,SALA ELECTRICA MOLINO DOMINIUM,SUB-ESTACION ELECTRICA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000100631 - 3,"6,409,927","304,858",185,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,SALA DE TRANSFORMADORES PLANTA,CASA DE FUERZA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000100632 - 1,"6,409,927","304,858",185,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,PATIO DE RESIDUOS PELIGROSOS,CANCHA DE ACOPIO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101646 - 7,"6,408,526","306,312",384,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,TALLER MECÁNICO CAMIONETAS ,TALLERES Y MAESTRANZA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101647 - 5,"6,408,455","306,355",390,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE/NIVEL 400,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128653 - 7,"6,408,145","306,170",400,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / ESTACION DE LAVADO DE EQUIPOS,TALLERES Y MAESTRANZA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124654 - 3,"6,402,603","305,900",665,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / BARRIO CIVICO,CAMPAMENTO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124655 - 1,"6,402,608","306,110",663,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / SSEE,SUB-ESTACION ELECTRICA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124637 - 3,"6,402,945","306,120",700,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / SSEE TROYA N° 7,SUB-ESTACION ELECTRICA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124638 - 1,"6,402,948","306,124",700,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / ACOPIO AGUA POTABLE,RESERVORIO DE AGUA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124642 - K,"6,402,748","305,854",636,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE/ PORTAL CHINCHORRO,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128654 - 5,"6,408,145","306,170",400,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE/ REFUGIO NIVEL 340,REFUGIO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128655 - 3,"6,408,145","306,170",340,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / REFUGIO NV 740,REFUGIO,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101643 - 2,"6,402,948","306,117",740,19,PSAD-56,ELIMINADO,
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / COMPRESOR,ESTACION DE COMPRESORES,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101644 - 0,"6,402,643","305,893",652,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / TALLER DE VEHÍCULOS INTERIOR MINA,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101639 - 4,"6,402,603","305,900",665,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / ACOPIO AGUA INTERIOR MINA,RESERVORIO DE AGUA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124639 - K,"6,402,948","306,119",720,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / ACOPIO DE AGUA BOCA MINA,RESERVORIO DE AGUA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124643 - 8,"6,402,608","305,896",638,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / NIVEL 740,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124636 - 5,"6,402,948","306,120",740,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / ESTACION DE SONDAJES,EXPLORACIÓN SUBTERRÁNEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101641 - 6,"6,402,947","305,900",740,19,PSAD-56,ELIMINADO,
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE / POLVORIN,POLVORIN,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128649 - 9,"6,406,370","306,104",400,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE / NIVEL 420,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128650 - 2,"6,406,386","306,098",420,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,ESPESAMIENTO,PLANTA ESPESADORES,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000071773 - 9,"6,409,915","304,853",181,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,TRANQUE DE RELAVES N° 3,DEPÓSITO - TRANQUE DE RELAVES,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000114635 - 2,"6,409,864","304,488",174,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,TRANQUE DE RELAVES N° 2,DEPÓSITO - TRANQUE DE RELAVES,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000114628 - K,"6,409,997","304,194",175,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,TRANQUE DE RELAVES N° 1,DEPÓSITO - TRANQUE DE RELAVES,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000114634 - 4,"6,410,084","304,633",177,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,GRUPO ELECTROGENO PLANTA DREIN,CASA DE FUERZA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000114636 - 0,"6,409,736","305,047",202,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,ACOPIO DE FINOS,PLANTA MOLIENDA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000114637 - 9,"6,409,924","304,925",180,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,SALA DE GRUPO ELECTROGENO PLANTA ANTIGUA,CASA DE FUERZA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000114638 - 7,"6,409,775","305,046",212,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,DON JAIME ,Categoría C,05,PETORCA,CABILDO,TALLER DE MANTENCIÓN,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101628 - 9,"6,398,971","312,459",829,19,PSAD-56,IRREGULAR OPERATIVA,DON JAIME MINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,TALLER ELECTRO-HIDRÁULICO  ,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101638 - 6,"6,402,600","305,900",800,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / NIVEL 780,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124635 - 7,"6,402,950","306,121",780,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,DON JAIME ,Categoría C,05,PETORCA,CABILDO,SUB-ESTACIÓN PRINCIPAL ,SUB-ESTACION ELECTRICA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101631 - 9,"6,398,930","312,485",839,19,PSAD-56,IRREGULAR OPERATIVA,DON JAIME MINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,DON JAIME ,Categoría C,05,PETORCA,CABILDO,PETROLERA,SURTIDOR DE COMBUSTIBLE,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101632 - 7,"6,399,235","312,679",799,19,PSAD-56,IRREGULAR OPERATIVA,DON JAIME MINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,FILTRADO,PLANTA FILTRO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000071774 - 7,"6,409,937","304,851",181,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,SUB-ESTACIÓN RAMPA LAGER ,SUB-ESTACION ELECTRICA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101642 - 4,"6,402,600","305,900",680,19,PSAD-56,ELIMINADO,
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,PATIO DE SALVATAJE ,CANCHA DE ACOPIO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101645 - 9,"6,408,492","306,372",391,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,TESTIGOTECA,MUESTRERA Y/O LABORATORIO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000100633 - K,"6,409,838","304,811",176,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,DON JAIME ,Categoría C,05,PETORCA,CABILDO,TALLER DE SOLDADURA ,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101629 - 7,"6,398,971","312,459",829,19,PSAD-56,IRREGULAR OPERATIVA,DON JAIME MINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,DON JAIME ,Categoría C,05,PETORCA,CABILDO,TALLER ELÉCTRICO ,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101630 - 0,"6,398,971","312,459",829,19,PSAD-56,IRREGULAR OPERATIVA,DON JAIME MINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / TALLER MECANICO SCOOP,TALLERES Y MAESTRANZA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124656 - K,"6,402,603","306,107",665,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / REFUGIO NV 720,REFUGIO,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000124657 - 8,"6,402,940","306,117",720,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA CARMEN,Categoría B,05,PETORCA,CABILDO,MINA CARMEN / TALLER DE DE SOLDADURA,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000101636 - K,"6,402,600","305,900",800,19,PSAD-56,IRREGULAR OPERATIVA,MINA CARMENMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,PISCINA DE DRENAJE DEP,DEPÓSITO - EN PASTA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000084629 - 6,"6,406,038","303,716",206,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE / PORTAL FARELLONES,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128648 - 0,"6,406,390","306,086",580,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,MINA SAUCE,Categoría B,05,PETORCA,CABILDO,MINA SAUCE/SUB ESTACIÓN ELECTRICA NIVEL 280,MINA SUBTERRANEA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,2000128657 - K,"6,406,061","305,866",280,19,PSAD-56,ACTIVA,MINA SAUCEMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,PISCINA DE DRENAJE-PLANTA DREIM,PISCINAS DE EMERGENCIA,COBRE - ORO,COBRE,RECURSOS MINERALES METÁLICOS,2000068582 - 9,"6,409,750","305,080",180,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,MOLIENDA Y FLOTACION PLANTA ANTIGUA,PLANTA MOLIENDA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,540400436 - 2,"6,409,886","304,859",172,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,SALA ELECTRICA PLANTA RELAVE ESPESADO,SUB-ESTACION ELECTRICA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,540100078 - 1,"6,409,737","305,048",202,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,TALLER DE MANTENCION,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,540100079 - K,"6,409,885","304,894",196,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,BODEGA,BODEGA,OXIDOS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,540100080 - 3,"6,409,842","304,866",200,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,MINA LAS CENIZAS,MINA SUBTERRANEA,ARENA SILICEA,SILICEOS,ROCAS Y MINERALES INDUSTRIALES,540200001 - 7,"6,406,500","305,500",528,19,PSAD-56,ELIMINADO,
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,PLANTA LAS CENIZAS,PLANTA CONCENTRADORA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,540200002 - 5,"6,410,000","304,900",181,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
79.963.260-8,MINERA LAS CENIZAS S.A.,05,PETORCA,CABILDO,LAS CENIZAS CABILDO,Categoría B,05,PETORCA,CABILDO,SERVICIOS Y ADMINISTRACION LAS CENIZAS,ADMINISTRACIÓN - OFICINA,SULFUROS DE COBRE,COBRE,RECURSOS MINERALES METÁLICOS,540200009 - 2,"6,410,000","304,900",181,19,PSAD-56,IRREGULAR OPERATIVA,LAS CENIZAS CABILDOMINERA LAS CENIZAS S.A.CABILDO
